ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
3457,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2010,historic,2.205013608
3458,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2015,historic,3.120040109
3459,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2016,historic,3.094771523
3460,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2017,historic,2.976593611
3461,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2018,historic,3.286749749
3462,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,1990,historic,1
3463,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,1995,historic,0.932399346
3464,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2000,historic,0.992492203
3465,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2005,historic,0.991933436
3466,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2010,historic,1.137619246
3467,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2015,historic,1.542644086
3468,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2016,historic,1.522873891
3469,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2017,historic,1.709176987
3470,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2018,historic,1.845759974
3471,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,1990,historic,1
3472,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,1995,historic,1.258809957
3473,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2000,historic,1.423996644
3474,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2005,historic,1.332331142
3475,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2010,historic,1.599356733
3476,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2015,historic,1.659593064
3477,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2016,historic,1.718256188
3478,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2017,historic,1.80044749
3479,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,MX,Mexico,2018,historic,1.959621032
3480,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,1990,historic,1
3481,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,1995,historic,1.057162825
3482,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2000,historic,0.989016881
3483,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2005,historic,1.043095034
3484,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2010,historic,1.006301888
3485,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2015,historic,1.017959779
3486,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2016,historic,1.118796014
3487,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2017,historic,1.121989131
3488,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,RU,Russia,2018,historic,1.156884481
3489,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,1990,historic,1
3490,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,1995,historic,0.523762376
3491,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2000,historic,1.394059406
3492,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2005,historic,1.587128713
3493,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2010,historic,2.386138614
3494,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2015,historic,5.874257426
3495,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2016,historic,7.682178218
3496,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ZA,South_Africa,2017,historic,9.474257426
3497,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,1990,historic,1
3498,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,1995,historic,0.473436026
3499,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2000,historic,0.646180446
3500,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2005,historic,0.636906633
3501,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2010,historic,0.972335743
3502,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2015,historic,1.67274442
3503,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2016,historic,2.496699151
3504,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2017,historic,2.926909777
3505,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,KR,South_Korea,2018,historic,3.47312166
3506,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,1990,historic,1
3507,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,1995,historic,1.54335285
3508,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2000,historic,1.341226106
3509,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2005,historic,1.711210608
3510,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2010,historic,2.398484588
3511,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2015,historic,3.601601515
3512,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2016,historic,3.885181677
3513,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2017,historic,3.755596694
3514,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,TR,Turkey,2018,historic,4.161184777
3515,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,1990,historic,1
3516,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,1995,historic,1.182412666
3517,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2000,historic,1.715711581
3518,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2005,historic,2.914816727
3519,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2010,historic,4.505592841
3520,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2015,historic,14.3460678
3521,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2016,historic,14.30528308
3522,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2017,historic,17.09361556
3523,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,GB,United_Kingdom,2018,historic,19.12940974
3524,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,1990,historic,1
3525,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,1995,historic,1.040900117
3526,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2000,historic,0.894711042
3527,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2005,historic,0.991777728
3528,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2010,historic,1.193467139
3529,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2015,historic,1.539479635
3530,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2016,historic,1.72536636
3531,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2017,historic,1.945003399
3532,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,US,United_States,2018,historic,2.031656831
3533,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,1990,historic,1
3534,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,1995,historic,1.145965927
3535,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2000,historic,1.232473673
3536,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2005,historic,1.435719237
3537,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2010,historic,1.829112105
3538,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2015,historic,2.411180463
3539,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2016,historic,2.583598085
3540,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,World,World,2017,historic,2.730026022
3541,Electricity,Renewable_capacity,GW,CN,China,2000,historic,75.8515
3542,Electricity,Renewable_capacity,GW,CN,China,2005,historic,115.0162
3543,Electricity,Renewable_capacity,GW,CN,China,2010,historic,233.2597
3544,Electricity,Renewable_capacity,GW,CN,China,2015,historic,479.1063
3545,Electricity,Renewable_capacity,GW,CN,China,2016,historic,540.9986
3546,Electricity,Renewable_capacity,GW,CN,China,2017,historic,620.8568
3547,Electricity,Renewable_capacity,GW,CN,China,2018,historic,695.8645
3548,Electricity,Renewable_capacity,GW,FR,France,2000,historic,23.987
3549,Electricity,Renewable_capacity,GW,FR,France,2005,historic,24.881
3550,Electricity,Renewable_capacity,GW,FR,France,2010,historic,31.7165
3551,Electricity,Renewable_capacity,GW,FR,France,2015,historic,42.7589
3552,Electricity,Renewable_capacity,GW,FR,France,2016,historic,44.9214
3553,Electricity,Renewable_capacity,GW,FR,France,2017,historic,47.9721
3554,Electricity,Renewable_capacity,GW,FR,France,2018,historic,50.5039
3555,Electricity,Renewable_capacity,GW,DE,Germany,2000,historic,11.8065
3556,Electricity,Renewable_capacity,GW,DE,Germany,2005,historic,28.4752
3557,Electricity,Renewable_capacity,GW,DE,Germany,2010,historic,56.546
3558,Electricity,Renewable_capacity,GW,DE,Germany,2015,historic,98.013
3559,Electricity,Renewable_capacity,GW,DE,Germany,2016,historic,104.7455
3560,Electricity,Renewable_capacity,GW,DE,Germany,2017,historic,112.719
3561,Electricity,Renewable_capacity,GW,DE,Germany,2018,historic,120.014
3562,Electricity,Renewable_capacity,GW,IN,India,2000,historic,25
3563,Electricity,Renewable_capacity,GW,IN,India,2005,historic,36.3973
3564,Electricity,Renewable_capacity,GW,IN,India,2010,historic,52.3292
3565,Electricity,Renewable_capacity,GW,IN,India,2015,historic,78.4072
3566,Electricity,Renewable_capacity,GW,IN,India,2016,historic,90.1833
3567,Electricity,Renewable_capacity,GW,IN,India,2017,historic,104.9689
3568,Electricity,Renewable_capacity,GW,IN,India,2018,historic,117.9191
3569,Electricity,Renewable_capacity,GW,ID,Indonesia,2000,historic,5.4754
3570,Electricity,Renewable_capacity,GW,ID,Indonesia,2005,historic,5.3429
3571,Electricity,Renewable_capacity,GW,ID,Indonesia,2010,historic,6.856
3572,Electricity,Renewable_capacity,GW,ID,Indonesia,2015,historic,8.5144
3573,Electricity,Renewable_capacity,GW,ID,Indonesia,2016,historic,8.8696
3574,Electricity,Renewable_capacity,GW,ID,Indonesia,2017,historic,9.1419
3575,Electricity,Renewable_capacity,GW,ID,Indonesia,2018,historic,9.4706
3576,Electricity,Renewable_capacity,GW,IT,Italy,2000,historic,17.9035
3577,Electricity,Renewable_capacity,GW,IT,Italy,2005,historic,20.2505
3578,Electricity,Renewable_capacity,GW,IT,Italy,2010,historic,29.5067
3579,Electricity,Renewable_capacity,GW,IT,Italy,2015,historic,50.4173
3580,Electricity,Renewable_capacity,GW,IT,Italy,2016,historic,51.1953
3581,Electricity,Renewable_capacity,GW,IT,Italy,2017,historic,52.1285
3582,Electricity,Renewable_capacity,GW,IT,Italy,2018,historic,53.2896
3583,Electricity,Renewable_capacity,GW,JP,Japan,2000,historic,23.93
3584,Electricity,Renewable_capacity,GW,JP,Japan,2005,historic,32.333
3585,Electricity,Renewable_capacity,GW,JP,Japan,2010,historic,36.392
3586,Electricity,Renewable_capacity,GW,JP,Japan,2015,historic,67.5385
3587,Electricity,Renewable_capacity,GW,JP,Japan,2016,historic,75.9595
3588,Electricity,Renewable_capacity,GW,JP,Japan,2017,historic,83.3697
3589,Electricity,Renewable_capacity,GW,JP,Japan,2018,historic,90.1542
3590,Electricity,Renewable_capacity,GW,MX,Mexico,2000,historic,28.193
3591,Electricity,Renewable_capacity,GW,MX,Mexico,2005,historic,28.913
3592,Electricity,Renewable_capacity,GW,MX,Mexico,2010,historic,30.2501
3593,Electricity,Renewable_capacity,GW,MX,Mexico,2015,historic,32.3937
3594,Electricity,Renewable_capacity,GW,MX,Mexico,2016,historic,32.8139
3595,Electricity,Renewable_capacity,GW,MX,Mexico,2017,historic,33.2511
3596,Electricity,Renewable_capacity,GW,MX,Mexico,2018,historic,34.3329
3597,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2000,historic,13.112
3598,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2005,historic,13.267
3599,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2010,historic,13.645
3600,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2015,historic,15.04
3601,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2016,historic,16.2585
3602,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2017,historic,16.7735
3603,Electricity,Renewable_capacity,GW,SA,Saudi_Arabia,2018,historic,17.1335
3604,Electricity,Renewable_capacity,GW,ZA,South_Africa,2000,historic,1.2484
3605,Electricity,Renewable_capacity,GW,ZA,South_Africa,2005,historic,0.9476
3606,Electricity,Renewable_capacity,GW,ZA,South_Africa,2010,historic,0.9928
3607,Electricity,Renewable_capacity,GW,ZA,South_Africa,2015,historic,3.4285
3608,Electricity,Renewable_capacity,GW,ZA,South_Africa,2016,historic,4.6499
3609,Electricity,Renewable_capacity,GW,ZA,South_Africa,2017,historic,5.5873
3610,Electricity,Renewable_capacity,GW,ZA,South_Africa,2018,historic,6.0646
3611,Electricity,Renewable_capacity,GW,TR,Turkey,2000,historic,11.2881
3612,Electricity,Renewable_capacity,GW,TR,Turkey,2005,historic,13.025
3613,Electricity,Renewable_capacity,GW,TR,Turkey,2010,historic,17.3687
3614,Electricity,Renewable_capacity,GW,TR,Turkey,2015,historic,31.516
3615,Electricity,Renewable_capacity,GW,TR,Turkey,2016,historic,34.446
3616,Electricity,Renewable_capacity,GW,TR,Turkey,2017,historic,38.7465
3617,Electricity,Renewable_capacity,GW,TR,Turkey,2018,historic,42.215
3618,Electricity,Renewable_capacity,GW,World,World,2000,historic,753.9463
3619,Electricity,Renewable_capacity,GW,World,World,2005,historic,899.8362
3620,Electricity,Renewable_capacity,GW,World,World,2010,historic,1224.0497
3621,Electricity,Renewable_capacity,GW,World,World,2015,historic,1848.1569
3622,Electricity,Renewable_capacity,GW,World,World,2016,historic,2007.996
3623,Electricity,Renewable_capacity,GW,World,World,2017,historic,2179.3008
3624,Electricity,Renewable_capacity,GW,World,World,2018,historic,2350.755
3625,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,1990,historic,1
3626,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,1995,historic,0.957850717
3627,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,2000,historic,0.915701434
3628,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,2005,historic,0.867588308
3629,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,2010,historic,0.821889461
3630,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AR,Argentina,2015,historic,0.779237203
3631,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,1990,historic,1
3632,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,1995,historic,1.001166943
3633,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,2000,historic,1.002333886
3634,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,2005,historic,0.992998343
3635,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,2010,historic,0.958534631
3636,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),AU,Australia,2015,historic,0.970515244
3637,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,1990,historic,1
3638,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,1995,historic,0.97674157
3639,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2000,historic,0.95348314
3640,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2005,historic,0.926887444
3641,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2010,historic,0.911749481
3642,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2015,historic,0.902750112
3643,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,1990,historic,1
3644,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,1995,historic,0.999323806
3645,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,2000,historic,0.998647613
3646,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,2005,historic,0.997998696
3647,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,2010,historic,0.997211957
3648,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CA,Canada,2015,historic,0.996542942
3649,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,1990,historic,1
3650,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,1995,historic,1.063191499
3651,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,2000,historic,1.126382997
3652,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,2005,historic,1.228478827
3653,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,2010,historic,1.276629337
3654,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),CN,China,2015,historic,1.325700042
3655,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,1990,historic,1
3656,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,1995,historic,1.011346752
3657,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,2000,historic,1.022693505
3658,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,2005,historic,1.058962449
3659,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,2010,historic,1.091509095
3660,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IN,India,2015,historic,1.105459891
3661,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,1990,historic,1
3662,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,1995,historic,0.919288034
3663,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,2000,historic,0.838576068
3664,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,2005,historic,0.825483993
3665,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,2010,historic,0.796592011
3666,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ID,Indonesia,2015,historic,0.767725336
3667,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,1990,historic,1
3668,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,1995,historic,0.998517034
3669,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,2000,historic,0.997034068
3670,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,2005,historic,0.999398798
3671,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,2010,historic,1.000641283
3672,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),JP,Japan,2015,historic,1.000320641
3673,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,1990,historic,1
3674,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,1995,historic,0.986353211
3675,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,2000,historic,0.972706422
3676,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,2005,historic,0.961625573
3677,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,2010,historic,0.953239679
3678,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),MX,Mexico,2015,historic,0.946674312
3679,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,1990,historic,1
3680,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,1995,historic,1.000196798
3681,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,2000,historic,1.00039372
3682,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,2005,historic,0.999802213
3683,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,2010,historic,1.007646455
3684,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),RU,Russia,2015,historic,1.007392917
3685,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,1990,historic,1
3686,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,1995,historic,1
3687,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,2000,historic,1
3688,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,2005,historic,1
3689,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,2010,historic,1
3690,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),SA,Saudi_Arabia,2015,historic,1
3691,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,1990,historic,1
3692,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,1995,historic,1
3693,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,2000,historic,1
3694,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,2005,historic,1
3695,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,2010,historic,1
3696,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),ZA,South_Africa,2015,historic,1
3697,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,1990,historic,1
3698,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,1995,historic,0.993563579
3699,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,2000,historic,0.987127159
3700,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,2005,historic,0.981946625
3701,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,2010,historic,0.976766091
3702,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),KR,South_Korea,2015,historic,0.970800628
3703,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,1990,historic,1
3704,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,1995,historic,1.029151943
3705,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,2000,historic,1.058303887
3706,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,2005,historic,1.108085637
3707,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,2010,historic,1.164310954
3708,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),TR,Turkey,2015,historic,1.217522345
3709,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,1990,historic,1
3710,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,1995,historic,1.001795338
3711,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,2000,historic,1.003590676
3712,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,2005,historic,1.007627707
3713,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,2010,historic,1.020730699
3714,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),US,United_States,2015,historic,1.025276905
3715,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,1990,historic,1
3716,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,1995,historic,1.002389381
3717,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,2000,historic,1.004778761
3718,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,2005,historic,1.007433628
3719,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,2010,historic,1.009646018
3720,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),DE,Germany,2015,historic,1.010530973
3721,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,1990,historic,1
3722,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,1995,historic,1.029544195
3723,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,2000,historic,1.05908839
3724,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,2005,historic,1.098711554
3725,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,2010,historic,1.137711277
3726,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),FR,France,2015,historic,1.176849543
3727,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,1990,historic,1
3728,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,1995,historic,1.051317523
3729,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,2000,historic,1.102635046
3730,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,2005,historic,1.154018445
3731,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,2010,historic,1.189459816
3732,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),IT,Italy,2015,historic,1.224901186
3733,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),GB,United_Kingdom,1990,historic,1
3734,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),GB,United_Kingdom,1995,historic,1.031677466
3735,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),GB,United_Kingdom,2000,historic,1.063354932
3736,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),GB,United_Kingdom,2005,historic,1.087473002
3737,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),GB,United_Kingdom,2010,historic,1.101151908
